contig	kmers_bp	total_bp	chrom
I52.000214F	2287	123444	EH23a.chr4
I52.000128F	2684	1047113	EH23a.chr6
I52.000050F	2969	4630635	EH23a.chrX
I52.000014F	3170	16851150	EH23a.chr9
I52.000166F	2422	414217	EH23a.chr1
I52.000199F	2185	186895	EH23a.chrX
I52.000129F	2485	1090599	EH23a.chr6
I52.000089F	2622	2927789	EH23a.chr4
I52.000017F	2434	1130220	EH23a.chr4
I52.000001F	3086	49927348	EH23a.chr5
I52.000016F	2080	186602	EH23a.chr8
I52.000067F	2598	4237087	EH23a.chr4
I52.000184F	1970	147686	EH23a.chr8
I52.000164F	2132	404002	EH23a.chr1
I52.000147F	2206	655876	EH23a.chr6
I52.000044F	2499	6857562	EH23a.chr6
I52.000081F	2320	3358528	EH23a.chr4
I52.000036F	2436	8169007	EH23a.chr6
I52.000058F	2357	5021589	EH23a.chr4
I52.000187F	1850	215117	EH23a.chr4
I52.000243F	1639	53943	EH23a.chrX
I52.000179F	1844	237910	EH23a.chr4
I52.000079F	2222	3537682	EH23a.chr1
I52.000163F	1865	439144	EH23a.chr9
I52.000093F	2121	2844941	EH23a.chr6
I52.000071F	2060	4144274	EH23a.chr4
I52.000123F	1884	1182036	EH23a.chrX
I52.000059F	2074	4855249	EH23a.chr3
I52.000228F	1464	58460	EH23a.chr4
I52.000233F	1455	61828	EH23a.chr4
I52.000208F	1506	106912	EH23a.chr3
I52.000041F	1530	158640	EH23a.chr2
I52.000042F	2011	7029001	EH23a.chr1
I52.000181F	1487	156297	EH23a.chr8
I52.000190F	1485	202426	EH23a.chr8
I52.000035F	1928	8297799	EH23a.chr6
I52.000082F	1791	3220679	EH23a.chr4
I52.000074F	1816	4013511	EH23a.chr4
I52.000211F	1399	124968	EH23a.chr4
I52.000224F	1367	112483	EH23a.chr3
I52.000004F	1870	35920473	EH23a.chr8
I52.000218F	1277	150204	EH23a.chr6
I52.000140F	1439	691784	EH23a.chr7
I52.000063F	1636	4728755	EH23a.chr4
I52.000039F	1665	7301683	EH23a.chr6
I52.000024F	1691	10440516	EH23a.chr4
I52.000073F	1564	3328106	EH23a.chr4
I52.000217F	1200	111810	EH23a.chrX
I52.000145F	1385	711733	EH23a.chr1
I52.000154F	1356	582627	EH23a.chr1
I52.000213F	1182	111148	EH23a.chr6
I52.000219F	1222	169306	EH23a.chr8
I52.000195F	1227	194794	EH23a.chr5
I52.000236F	1067	43680	EH23a.chr9
I52.000020F	1627	13127589	EH23a.chr6
I52.000046F	1553	6623454	EH23a.chr3
I52.000077F	1488	3623754	EH23a.chr4
I52.000131F	1364	1066387	EH23a.chr2
I52.000106F	1404	2178027	EH23a.chr4
I52.000116F	1343	1720237	EH23a.chr6
I52.000194F	1114	177010	EH23a.chr6
I52.000156F	1221	598156	EH23a.chr4
I52.000051F	1403	5692048	EH23a.chr6
I52.000023F	1431	9058041	EH23a.chr3
I52.000229F	1003	80996	EH23a.chr4
I52.000127F	1227	1084921	EH23a.chr3
I52.000171F	1091	261673	EH23a.chr8
I52.000158F	1140	514800	EH23a.chr3
I52.000221F	988	94816	EH23a.chr3
I52.000165F	1096	348772	EH23a.chr7
I52.000210F	1023	164333	EH23a.chr4
I52.000136F	1117	789785	EH23a.chrX
I52.000185F	962	147175	EH23a.chr8
I52.000112F	1051	1807070	EH23a.chr7
I52.000109F	1052	1994761	EH23a.chr4
I52.000056F	1117	5179430	EH23a.chr6
I52.000134F	992	953125	EH23a.chr8
I52.000122F	1007	1310312	EH23a.chr1
I52.000049F	1095	5989193	EH23a.chr3
I52.000178F	855	214817	EH23a.chrX
I52.000066F	1057	4440375	EH23a.chr4
I52.000003F	1198	45733852	EH23a.chr9
I52.000090F	999	2874150	EH23a.chrX
I52.000198F	729	132682	EH23a.chr7
I52.244	634	50744	EH23a.chr7
I52.000037F	900	7275637	EH23a.chr4
I52.000110F	821	1881609	EH23a.chr3
I52.000094F	675	169812	EH23a.chr4
I52.000105F	789	2258443	EH23a.chr9
I52.000115F	771	1722540	EH23a.chr7
I52.000080F	776	3442135	EH23a.chr3
I52.000052F	762	5581490	EH23a.chr1
I52.000099F	713	2564024	EH23a.chr6
I52.000069F	735	4176159	EH23a.chr1
I52.000126F	669	1139539	EH23a.chr4
I52.000241F	466	17279	EH23a.chr5
I52.000143F	638	700264	EH23a.chr4
I52.000103F	690	2416459	EH23a.chr8
I52.000092F	611	565998	EH23a.chr1
I52.000130F	632	1030758	EH23a.chr3
I52.000064F	679	4628802	EH23a.chr6
I52.000186F	527	180933	EH23a.chr4
I52.000101F	581	2453263	EH23a.chr6
I52.000083F	586	3188438	EH23a.chr6
I52.000144F	514	706499	EH23a.chr4
I52.000173F	443	273791	EH23a.chr4
I52.000102F	505	2451288	EH23a.chr6
I52.000121F	462	1303374	EH23a.chr7
I52.000113F	461	1832239	EH23a.chr2
I52.000202F	342	165635	EH23a.chrX
I52.000117F	407	1649825	EH23a.chr6
I52.000076F	428	3829658	EH23a.chr4
I52.000227F	323	105605	EH23a.chrX
I52.000075F	420	3877962	EH23a.chr3
I52.000034F	437	8393317	EH23a.chr1
I52.246	310	183105	EH23a.chr6
I52.000222F	257	121516	EH23a.chrX
I52.000095F	291	1322136	EH23a.chr4
I52.000124F	262	1114500	EH23a.chr9
I52.000205F	165	98406	EH23a.chrX
I52.000086F	186	3070487	EH23a.chr4
I52.000053F	186	5586894	EH23a.chr1
I52.000065F	155	4483339	EH23a.chr6
I52.000142F	93	745446	EH23a.chr6
I52.000239F	62	33590	EH23a.chr2
I52.000168F	74	324991	EH23a.chr6
I52.000119F	73	1520498	EH23a.chr2
I52.000161F	62	457264	EH23a.chr5
I52.000061F	71	4753215	EH23a.chr4
I52.000135F	62	962836	EH23a.chr1
I52.000125F	62	1106860	EH23a.chr9
I52.000100F	62	2557700	EH23a.chr4
I52.000084F	62	3100775	EH23a.chr2
I52.000038F	62	7317846	EH23a.chr6
I52.000167F	37	331361	EH23a.chr4
I52.000157F	31	506618	EH23a.chr6
I52.000162F	31	517818	EH23a.chr4
I52.000132F	31	958934	EH23a.chrX
I52.000072F	31	4114284	EH23a.chr6
