contig	kmers_bp	total_bp	chrom
I75.000090F	1098	3139007	EH23a.chr4
I75.000232R	893	195696	EH23a.chr6
I75.000180F	949	748427	EH23a.chr5
I75.000095F	1027	2894529	EH23a.chr5
I75.000110F	1014	2537161	EH23a.chr5
I75.000158F	947	1113580	EH23a.chr5
I75.000026F	1101	10718447	EH23a.chr4
I75.000020F	1107	12481489	EH23a.chr6
I75.000067F	1036	4676637	EH23a.chr2
I75.000003F	1164	31954841	EH23a.chr7
I75.000191F	875	494186	EH23a.chr5
I75.000075F	1014	4324205	EH23a.chr8
I75.000079F	1006	3926389	EH23a.chrX
I75.000279F	693	53604	EH23a.chr5
I75.000170F	816	898864	EH23a.chr1
I75.000073F	876	4462263	EH23a.chr6
I75.000051F	885	6532252	EH23a.chr3
I75.000147F	790	1279151	EH23a.chr4
I75.000084F	832	3524421	EH23a.chr6
I75.000016F	638	170201	EH23a.chrX
I75.000137F	735	1352325	EH23a.chr8
I75.000211R	642	252407	EH23a.chr5
I75.000156F	709	1153677	EH23a.chr7
I75.000117F	744	2301761	EH23a.chr6
I75.000120F	732	2239753	EH23a.chr1
I75.000039F	778	7965913	EH23a.chr3
I75.000096F	659	2834801	EH23a.chr4
I75.000128F	638	2066841	EH23a.chrX
I75.000187F	570	616071	EH23a.chr1
I75.000036F	668	8690726	EH23a.chr6
I75.000001F	732	42316706	EH23a.chr9
I75.000063F	631	5139038	EH23a.chr6
I75.000097F	589	2877727	EH23a.chr1
I75.000172F	531	893528	EH23a.chr5
I75.000112F	569	2477501	EH23a.chr4
I75.000130F	545	1885399	EH23a.chr1
I75.000125F	513	2087030	EH23a.chr1
I75.000025F	563	10904345	EH23a.chr1
I75.000138F	484	1517028	EH23a.chr1
I75.000043F	513	7638395	EH23a.chr3
I75.000216F	383	255710	EH23a.chr1
I75.000080F	459	3961092	EH23a.chr4
I75.000260F	324	108009	EH23a.chr4
I75.000094F	413	2978355	EH23a.chr8
I75.000231F	312	203111	EH23a.chr6
I75.000087F	375	3277258	EH23a.chr3
I75.000022F	360	11965592	EH23a.chr2
I75.000104F	279	2739591	EH23a.chr5
I75.000070F	285	4636422	EH23a.chr4
I75.000134F	248	1710606	EH23a.chr4
I75.000206F	197	349188	EH23a.chr8
I75.000100F	212	2742287	EH23a.chr7
I75.000179F	171	773066	EH23a.chr8
I75.000127F	155	2023800	EH23a.chr6
I75.000115F	155	2393521	EH23a.chr1
I75.000077F	124	4328770	EH23a.chr4
I75.292	93	99172	EH23a.chrX
I75.000176F	93	860665	EH23a.chr6
I75.000031F	101	9356942	EH23a.chr6
I75.000057F	94	5536900	EH23a.chr6
I75.000052F	94	5846335	EH23a.chr4
I75.000286F	62	53241	EH23a.chrX
I75.000089F	62	3184063	EH23a.chr1
I75.000202F	48	390645	EH23a.chr4
I75.000193F	31	525517	EH23a.chr1
I75.000186F	31	613776	EH23a.chr4
I75.000173F	31	833458	EH23a.chr1
