contig	kmers_bp	total_bp	chrom
I59.000089F	799	2852760	EH23a.chr9
I59.000168F	756	1287674	EH23a.chr5
I59.000068F	813	3839941	EH23a.chr8
I59.000125F	764	1826228	EH23a.chr5
I59.000153F	609	100970	EH23a.chr4
I59.000057F	807	4497031	EH23a.chr5
I59.000228F	671	368577	EH23a.chr8
I59.000309F	600	95954	EH23a.chr9
I59.000291F	600	103971	EH23a.chr4
I59.000086F	766	3100582	EH23a.chr4
I59.000064F	779	4183978	EH23a.chr4
I59.000224F	583	102970	EH23a.chr4
I59.000302F	569	79292	EH23a.chr3
I59.000281F	591	127794	EH23a.chr1
I59.000287F	578	109646	EH23a.chr4
I59.000035F	773	6793410	EH23a.chr8
I59.000118F	713	2080096	EH23a.chr8
I59.000017F	777	11518350	EH23a.chr2
I59.000318F	507	41548	EH23a.chr8
I59.000269F	565	151613	EH23a.chr4
I59.000328F	448	12834	EH23a.chrX
I59.000259F	564	169935	EH23a.chr1
I59.000080F	681	3329630	EH23a.chr4
I59.000059F	692	4361419	EH23a.chr8
I59.000320F	499	62362	EH23a.chr3
I59.000093F	665	2746649	EH23a.chr8
I59.000297F	517	107471	EH23a.chr5
I59.000010F	734	17748162	EH23a.chr1
I59.000271F	517	142815	EH23a.chr7
I59.000214F	559	455038	EH23a.chr4
I59.000221F	554	409635	EH23a.chr9
I59.000264F	496	124800	EH23a.chr5
I59.000303F	498	133128	EH23a.chr5
I59.000223F	535	360716	EH23a.chr8
I59.000055F	639	4525707	EH23a.chr5
I59.000073F	484	125631	EH23a.chr1
I59.000298F	475	101874	EH23a.chr8
I59.000058F	631	4617753	EH23a.chr4
I59.000162F	568	1191945	EH23a.chr8
I59.000307F	437	50371	EH23a.chr3
I59.000087F	599	2941154	EH23a.chr6
I59.000204F	516	547848	EH23a.chr4
I59.000286F	450	132219	EH23a.chr4
I59.000022F	616	10419343	EH23a.chr4
I59.000054F	580	4635634	EH23a.chr4
I59.000293F	434	111968	EH23a.chrX
I59.000127F	538	1840596	EH23a.chr8
I59.000156F	452	186856	EH23a.chr9
I59.000176F	516	1042735	EH23a.chr4
I59.000305F	414	67765	EH23a.chr4
I59.000206F	490	526757	EH23a.chr5
I59.000007F	628	21800953	EH23a.chr5
I59.000042F	573	5769083	EH23a.chr9
I59.000201F	486	579618	EH23a.chr9
I59.000277F	431	130054	EH23a.chr5
I59.000234F	460	290643	EH23a.chr8
I59.000020F	589	10669219	EH23a.chr5
I59.000120F	523	2083843	EH23a.chr9
I59.000262F	434	183691	EH23a.chr6
I59.000324F	374	40002	EH23a.chr2
I59.000030F	560	8610861	EH23a.chr9
I59.000136F	499	1581520	EH23a.chr8
I59.000260F	405	110024	EH23a.chr1
I59.000258F	411	138817	EH23a.chr5
I59.000043F	538	5706287	EH23a.chr4
I59.000033F	540	6907964	EH23a.chr8
I59.000294F	391	97130	EH23a.chr4
I59.000165F	474	1160896	EH23a.chr8
I59.000032F	531	7668479	EH23a.chr3
I59.000015F	541	13087556	EH23a.chr1
I59.000154F	465	1322461	EH23a.chr8
I59.000292R	385	125691	EH23a.chr1
I59.000143F	463	1357543	EH23a.chr8
I59.000179F	450	989464	EH23a.chr4
I59.000011F	529	15198360	EH23a.chr3
I59.000178F	437	948880	EH23a.chr9
I59.000051F	487	4810669	EH23a.chr9
I59.000188F	424	818755	EH23a.chr5
I59.000085F	465	3157574	EH23a.chr9
I59.000031F	494	8533846	EH23a.chr8
I59.000005F	527	25309517	EH23a.chr3
I59.000159F	434	1268210	EH23a.chr5
I59.000008F	506	18028392	EH23a.chr1
I59.000155F	423	1335819	EH23a.chr9
I59.000018F	487	11590263	EH23a.chr4
I59.000237F	360	179584	EH23a.chr8
I59.000321F	330	70195	EH23a.chr9
I59.000150F	410	1411771	EH23a.chr9
I59.000082F	432	3206546	EH23a.chr4
I59.000037F	450	6417420	EH23a.chr3
I59.000247F	348	192557	EH23a.chr4
I59.000131F	410	1684216	EH23a.chr9
I59.000252F	348	210132	EH23a.chr5
I59.000012F	467	14565869	EH23a.chr6
I59.000288F	316	75647	EH23a.chrX
I59.000134F	402	1622078	EH23a.chr4
I59.000137F	399	1541075	EH23a.chr4
I59.000279F	331	145722	EH23a.chr4
I59.000248F	341	213473	EH23a.chr4
I59.000310F	310	70655	EH23a.chrX
I59.000180F	302	80888	EH23a.chr8
I59.000009F	435	18050787	EH23a.chr3
I59.000164F	304	143385	EH23a.chr6
I59.000245F	313	209912	EH23a.chr4
I59.000069F	384	3637207	EH23a.chr5
I59.000116F	368	2108829	EH23a.chr9
I59.000132F	362	1673739	EH23a.chr8
I59.000300F	294	142771	EH23a.chr5
I59.000268F	288	137109	EH23a.chr1
I59.000016F	387	12038843	EH23a.chr9
I59.000070F	358	3624519	EH23a.chr1
I59.000166F	326	1171586	EH23a.chr9
I59.000126F	321	1910502	EH23a.chr5
I59.000239F	276	255101	EH23a.chr5
I59.000139F	311	1532818	EH23a.chr5
I59.000246F	268	232815	EH23a.chr2
I59.000177F	295	1013669	EH23a.chr4
I59.000278F	254	156724	EH23a.chr5
I59.000186F	283	891265	EH23a.chr8
I59.000193F	279	774297	EH23a.chr9
I59.000263F	248	175845	EH23a.chr3
I59.000191F	279	803037	EH23a.chr8
I59.000103F	299	2492683	EH23a.chr5
I59.000078F	301	3436116	EH23a.chr9
I59.000167F	276	1209462	EH23a.chr5
I59.000232F	248	298112	EH23a.chr4
I59.000074F	293	3536653	EH23a.chr4
I59.000304F	217	72383	EH23a.chr5
I59.000308F	219	88630	EH23a.chr3
I59.000115F	279	2115010	EH23a.chr6
I59.000092F	279	2813580	EH23a.chr9
I59.000079F	279	3324284	EH23a.chr4
I59.000039F	289	6259525	EH23a.chr9
I59.000071F	217	153534	EH23a.chr9
I59.000121F	263	2048861	EH23a.chr5
I59.000067F	273	3781358	EH23a.chr5
I59.000161F	248	1235546	EH23a.chr8
I59.000133F	250	1609531	EH23a.chr5
I59.000049F	268	4848904	EH23a.chr5
I59.000322F	186	45055	EH23a.chr4
I59.000182F	233	911029	EH23a.chr8
I59.000013F	198	139213	EH23a.chr6
I59.000065F	253	4004117	EH23a.chr1
I59.000295F	186	72484	EH23a.chr5
I59.000313F	189	91712	EH23a.chr8
I59.000317F	186	92205	EH23a.chr8
I59.000222F	209	383491	EH23a.chr4
I59.000163F	223	1268188	EH23a.chr9
I59.000084F	227	1873355	EH23a.chr4
I59.000149F	217	1367605	EH23a.chr9
I59.000326F	167	74996	EH23a.chr7
I59.000236F	186	298423	EH23a.chr5
I59.000299F	165	83052	EH23a.chr9
I59.000229F	186	360777	EH23a.chr9
I59.000218F	186	383021	EH23a.chr3
I59.000114F	194	706057	EH23a.chr9
I59.000216F	186	425201	EH23a.chr6
I59.000319F	160	70341	EH23a.chr1
I59.000194F	193	709413	EH23a.chr9
I59.000203F	186	494582	EH23a.chr3
I59.000122F	202	1965197	EH23a.chr8
I59.330	155	98401	EH23a.chr1
I59.000096F	195	2656428	EH23a.chr5
I59.000211F	159	197214	EH23a.chr3
I59.000119F	186	2069466	EH23a.chr5
I59.000098F	186	2569954	EH23a.chr5
I59.000151F	172	1344038	EH23a.chr4
I59.000141F	166	1471089	EH23a.chr2
I59.000140F	155	1476120	EH23a.chr4
I59.000124F	155	1900087	EH23a.chr4
I59.000106F	155	2331753	EH23a.chr1
I59.000187F	143	880954	EH23a.chr6
I59.000285F	124	151743	EH23a.chr5
I59.000172F	142	1084173	EH23a.chr9
I59.000099F	150	2617197	EH23a.chr6
I59.000207F	128	465431	EH23a.chr5
I59.000027F	155	9152277	EH23a.chr8
I59.000083F	144	3160216	EH23a.chr5
I59.000142F	135	1485139	EH23a.chr8
I59.000192F	124	764687	EH23a.chr9
I59.000199F	122	618399	EH23a.chr9
I59.000175F	124	992610	EH23a.chrX
I59.000148F	124	1365645	EH23a.chr4
I59.000144F	124	1456782	EH23a.chr4
I59.000110F	124	2286812	EH23a.chr9
I59.000095F	124	2617206	EH23a.chr8
I59.000076F	124	3439865	EH23a.chrX
I59.000075F	124	3479553	EH23a.chr9
I59.000185F	108	849808	EH23a.chr1
I59.000276F	93	141321	EH23a.chr9
I59.000250F	93	183841	EH23a.chr8
I59.000226F	93	345972	EH23a.chr8
I59.000220F	93	383577	EH23a.chr9
I59.000215F	93	419306	EH23a.chr5
I59.000138F	100	1542729	EH23a.chr8
I59.000183F	93	877231	EH23a.chr5
I59.000316F	75	64309	EH23a.chrX
I59.000157F	93	1312174	EH23a.chr4
I59.000145F	93	1455707	EH23a.chr9
I59.000130F	93	1732460	EH23a.chr8
I59.000111F	93	1826185	EH23a.chr5
I59.000117F	93	2060032	EH23a.chr8
I59.000109F	93	2256526	EH23a.chr9
I59.000101F	93	2480304	EH23a.chr8
I59.000063F	93	4261546	EH23a.chr4
I59.000048F	93	5129370	EH23a.chr5
I59.000217F	72	377456	EH23a.chr4
I59.000243F	62	236533	EH23a.chr5
I59.000195F	62	676224	EH23a.chr5
I59.000135F	62	1568896	EH23a.chr6
I59.000112F	62	2188833	EH23a.chr5
I59.000105F	62	2387253	EH23a.chr5
I59.000102F	62	2446604	EH23a.chr8
I59.000077F	62	3371513	EH23a.chr9
I59.000062F	62	4285436	EH23a.chr9
I59.000026F	62	9589705	EH23a.chr3
I59.000108F	47	2268491	EH23a.chr5
I59.000231F	35	310111	EH23a.chr5
I59.334	31	95200	EH23a.chr5
I59.000233F	31	120710	EH23a.chr5
I59.000261F	31	160679	EH23a.chr4
I59.000244F	31	170178	EH23a.chr8
I59.000241F	31	222800	EH23a.chr9
I59.000227F	31	300054	EH23a.chr6
I59.000205F	31	515047	EH23a.chr9
I59.000171F	31	1058945	EH23a.chr1
I59.000169F	31	1119386	EH23a.chr8
I59.000128F	32	1860204	EH23a.chr3
I59.000158F	31	1218214	EH23a.chr3
I59.000146F	31	1402817	EH23a.chr5
I59.000088F	31	2908513	EH23a.chr8
