contig	kmers_bp	total_bp	chrom
I53.000116F	4720	2673636	EH23a.chr9
I53.000106F	4711	2829340	EH23a.chr3
I53.000042F	4885	5481346	EH23a.chr8
I53.000066F	4776	4038949	EH23a.chr4
I53.000045F	4849	5165962	EH23a.chr9
I53.000171F	4472	1682040	EH23a.chr7
I53.000173F	4430	1743993	EH23a.chr4
I53.000291F	3900	434322	EH23a.chr8
I53.000079F	4515	3587266	EH23a.chr9
I53.000234F	4017	1063851	EH23a.chr7
I53.000384F	3344	114258	EH23a.chr6
I53.000025F	4535	7437399	EH23a.chr9
I53.000000F	5032	48884861	EH23a.chr3
I53.000363F	3396	155173	EH23a.chr4
I53.000024F	4481	7985415	EH23a.chr1
I53.000364F	3227	96437	EH23a.chr1
I53.000351F	3400	180154	EH23a.chr6
I53.000184F	4012	1620936	EH23a.chr2
I53.000367F	3196	115337	EH23a.chr7
I53.000349F	3249	147903	EH23a.chr9
I53.000057F	3258	182679	EH23a.chr7
I53.000360F	3104	112791	EH23a.chr5
I53.000328F	3253	210999	EH23a.chr6
I53.000023F	4217	7991047	EH23a.chr1
I53.000009F	4311	11606125	EH23a.chr5
I53.000029F	4168	6834523	EH23a.chr8
I53.000380F	2952	70318	EH23a.chr6
I53.000094F	3940	3252828	EH23a.chr9
I53.000199F	3717	1462905	EH23a.chr9
I53.000083F	3864	3463596	EH23a.chr2
I53.000298F	3287	369402	EH23a.chr4
I53.000288F	3317	466712	EH23a.chr4
I53.000372F	2999	138344	EH23a.chrX
I53.000244F	3437	916004	EH23a.chr3
I53.000327F	3035	209536	EH23a.chr6
I53.000033F	3440	1115663	EH23a.chr9
I53.000087F	3694	3412857	EH23a.chr1
I53.000320F	3066	277628	EH23a.chr1
I53.000027F	3743	7244961	EH23a.chr4
I53.000355F	2840	160468	EH23a.chr9
I53.000189F	3364	1530510	EH23a.chr2
I53.000265F	3117	614749	EH23a.chr2
I53.000103F	3471	2905529	EH23a.chr4
I53.000220F	3281	1313022	EH23a.chr9
I53.000368F	2680	115533	EH23a.chr3
I53.000311F	2813	234522	EH23a.chrX
I53.000162F	3280	1831223	EH23a.chr4
I53.000133F	3321	2306927	EH23a.chr2
I53.000232F	3107	1095269	EH23a.chr2
I53.000252F	3052	859606	EH23a.chr2
I53.000151F	3230	1965259	EH23a.chr9
I53.000239F	3059	956061	EH23a.chr2
I53.000388F	2443	67057	EH23a.chr5
I53.000258F	2962	798651	EH23a.chr1
I53.000185F	2718	273163	EH23a.chr8
I53.000060F	3303	4209267	EH23a.chr8
I53.000034F	3349	6390022	EH23a.chr5
I53.000342F	2543	178139	EH23a.chr8
I53.000276F	2785	600574	EH23a.chr5
I53.000101F	3078	3010853	EH23a.chr1
I53.000227F	2858	1157364	EH23a.chr4
I53.000178F	2914	1629469	EH23a.chr4
I53.000098F	3021	3035400	EH23a.chr4
I53.000030F	3167	6795085	EH23a.chr1
I53.000071F	3022	3322255	EH23a.chr9
I53.000067F	3036	3999699	EH23a.chr7
I53.000353F	2386	156766	EH23a.chr3
I53.000082F	3003	3549423	EH23a.chr9
I53.000064F	3002	4031993	EH23a.chr2
I53.000031F	3098	6801348	EH23a.chr2
I53.000128F	2896	2507913	EH23a.chr1
I53.000231F	2726	1167658	EH23a.chr1
I53.000115F	2856	2694682	EH23a.chr2
I53.000260F	2529	706252	EH23a.chrX
I53.000386F	2149	100258	EH23a.chr6
I53.000343F	2254	184070	EH23a.chr4
I53.000348F	2185	168810	EH23a.chr2
I53.000280F	2376	565804	EH23a.chr1
I53.000259F	2376	759994	EH23a.chr1
I53.000255F	2301	770688	EH23a.chr1
I53.000092F	2535	3240332	EH23a.chr4
I53.000004F	2866	23744916	EH23a.chr6
I53.000345F	2012	156708	EH23a.chr2
I53.000058F	2554	4194056	EH23a.chr2
I53.000154F	2411	1943124	EH23a.chr8
I53.000084F	2505	3421624	EH23a.chr6
I53.000270F	2226	655470	EH23a.chr9
I53.000176F	2365	1674459	EH23a.chr2
I53.000113F	2415	2775975	EH23a.chr2
I53.000254F	2207	860850	EH23a.chr4
I53.000337F	1856	123937	EH23a.chr6
I53.000207F	2189	1020972	EH23a.chr2
I53.000160F	2278	1850453	EH23a.chr4
I53.000191F	2241	1523856	EH23a.chr9
I53.000361F	1861	140604	EH23a.chr4
I53.000036F	2450	5988948	EH23a.chr2
I53.000392F	1629	38980	EH23a.chr3
I53.000040F	2378	5548449	EH23a.chr2
I53.000335F	1821	155270	EH23a.chr4
I53.000158F	2195	1855201	EH23a.chr8
I53.000046F	2336	4980034	EH23a.chr4
I53.000202F	2129	1384796	EH23a.chr8
I53.000216F	2120	1358882	EH23a.chr9
I53.000131F	2196	2405456	EH23a.chr9
I53.000292F	1912	395655	EH23a.chr9
I53.000111F	2161	2414449	EH23a.chr2
I53.000218F	1768	169276	EH23a.chrX
I53.000047F	2254	4825123	EH23a.chr4
I53.000118F	2148	2690738	EH23a.chr9
I53.000120F	2107	2650665	EH23a.chr1
I53.000273F	1873	617653	EH23a.chr2
I53.000356F	1607	103754	EH23a.chr2
I53.000180F	1976	1654645	EH23a.chr9
I53.000379F	1567	91123	EH23a.chrX
I53.000208F	1933	1423534	EH23a.chr4
I53.000181F	1944	1623224	EH23a.chr4
I53.000317F	1704	287381	EH23a.chr4
I53.000119F	1923	1564710	EH23a.chr9
I53.000125F	1956	2491707	EH23a.chr9
I53.000052F	2029	4544880	EH23a.chr4
I53.398	1598	228368	EH23a.chr1
I53.000225F	1801	1184665	EH23a.chr2
I53.000017F	2050	9640652	EH23a.chr2
I53.000390F	1386	53062	EH23a.chr4
I53.000091F	1909	3239503	EH23a.chr8
I53.000200F	1798	1424619	EH23a.chr2
I53.000210F	1785	1418169	EH23a.chr2
I53.000389F	1410	74700	EH23a.chr2
I53.000056F	1916	4219513	EH23a.chr8
I53.000215F	1758	1343544	EH23a.chr4
I53.000142F	1793	2047101	EH23a.chr9
I53.000374F	1435	127055	EH23a.chr4
I53.000157F	1757	1869231	EH23a.chr2
I53.000043F	1877	5257093	EH23a.chr9
I53.000203F	1702	1483474	EH23a.chr4
I53.000279F	1579	532323	EH23a.chr2
I53.000095F	1792	3200454	EH23a.chr4
I53.000007F	1991	18083097	EH23a.chr5
I53.000005F	2016	23492879	EH23a.chr8
I53.000277F	1571	591566	EH23a.chr9
I53.000251F	1602	788343	EH23a.chr9
I53.000114F	1743	2734787	EH23a.chr1
I53.000281F	1546	526729	EH23a.chr4
I53.000196F	1666	1517283	EH23a.chr8
I53.000344F	1402	181441	EH23a.chr2
I53.000172F	1657	1730930	EH23a.chr9
I53.000168F	1600	1644434	EH23a.chr4
I53.000109F	1666	2993000	EH23a.chr2
I53.000315F	1382	246510	EH23a.chr1
I53.000130F	1620	2411054	EH23a.chr4
I53.000226F	1310	145648	EH23a.chr6
I53.000316F	1363	248679	EH23a.chr8
I53.000357F	1275	126594	EH23a.chr9
I53.000135F	1571	2220851	EH23a.chr1
I53.000297F	1366	343485	EH23a.chr9
I53.000383F	1219	100499	EH23a.chrX
I53.000159F	1221	108277	EH23a.chr4
I53.000354F	1259	160697	EH23a.chr6
I53.000249F	1436	901602	EH23a.chr2
I53.000212F	1476	1355649	EH23a.chr2
I53.000366F	1238	149449	EH23a.chr6
I53.000371F	1225	147119	EH23a.chr6
I53.000381F	1183	113674	EH23a.chr5
I53.000206F	1438	1398729	EH23a.chr4
I53.000110F	1497	2749497	EH23a.chr6
I53.000314F	1266	285281	EH23a.chr5
I53.000205F	1417	1343482	EH23a.chr4
I53.000163F	1443	1779205	EH23a.chr4
I53.000278F	1326	561794	EH23a.chr9
I53.000138F	1444	2193041	EH23a.chr6
I53.000362F	1162	156995	EH23a.chr5
I53.000302F	1152	149429	EH23a.chr8
I53.000165F	1213	320093	EH23a.chr1
I53.000164F	1374	1737018	EH23a.chr4
I53.000209F	1149	196866	EH23a.chr4
I53.000295F	1183	340883	EH23a.chr8
I53.000078F	1392	3599221	EH23a.chr8
I53.000049F	1413	4744275	EH23a.chr8
I53.000375F	1084	146023	EH23a.chrX
I53.000253F	1244	871603	EH23a.chr2
I53.000134F	1328	2214146	EH23a.chr2
I53.000269F	1194	609912	EH23a.chr4
I53.000096F	1317	3062485	EH23a.chr8
I53.000235F	1206	935245	EH23a.chr4
I53.000256F	1189	808749	EH23a.chr1
I53.000289F	1131	432864	EH23a.chr9
I53.000193F	1229	1496600	EH23a.chr2
I53.000076F	1299	3574862	EH23a.chr4
I53.000174F	1219	1695958	EH23a.chr6
I53.000201F	1181	1366603	EH23a.chr1
I53.000140F	1219	2187130	EH23a.chr4
I53.000074F	1262	3729509	EH23a.chr9
I53.000108F	1232	2830501	EH23a.chr1
I53.000145F	1196	1998667	EH23a.chr4
I53.000085F	1209	3438437	EH23a.chr9
I53.000263F	1077	681903	EH23a.chr2
I53.000266F	1071	666075	EH23a.chr4
I53.000161F	1149	1788125	EH23a.chr1
I53.000387F	929	114214	EH23a.chr5
I53.000003F	1376	31749004	EH23a.chr6
I53.000037F	1238	5800663	EH23a.chr1
I53.000376F	936	130596	EH23a.chr9
I53.000124F	1158	2493272	EH23a.chr4
I53.000248F	1077	895155	EH23a.chr2
I53.000022F	1249	8090169	EH23a.chr9
I53.000358F	947	176006	EH23a.chr4
I53.000075F	1166	3677584	EH23a.chr1
I53.000107F	1144	2831150	EH23a.chr1
I53.000369F	899	124677	EH23a.chrX
I53.000090F	1135	3316522	EH23a.chr1
I53.000099F	890	136526	EH23a.chr9
I53.000048F	980	495372	EH23a.chr2
I53.000257F	1014	809682	EH23a.chr8
I53.000153F	1070	1990874	EH23a.chr9
I53.000304F	945	372917	EH23a.chr6
I53.000299F	941	403484	EH23a.chr1
I53.000086F	1078	3458561	EH23a.chr4
I53.000097F	1064	3028243	EH23a.chr9
I53.000334F	840	140629	EH23a.chr9
I53.000391F	749	41419	EH23a.chr9
I53.000121F	1040	2609083	EH23a.chr2
I53.000013F	1137	10942050	EH23a.chr4
I53.000117F	1033	2586876	EH23a.chr4
I53.000275F	926	624416	EH23a.chr1
I53.000141F	1011	2166299	EH23a.chr2
I53.000190F	969	1508502	EH23a.chr4
I53.000283F	887	457825	EH23a.chr2
I53.000221F	930	1232386	EH23a.chr2
I53.000228F	916	1116521	EH23a.chr2
I53.000035F	1020	5976721	EH23a.chr4
I53.000217R	922	1349061	EH23a.chr2
I53.000081F	985	3575710	EH23a.chr2
I53.000284F	828	522217	EH23a.chr9
I53.000156F	909	1931835	EH23a.chr8
I53.000188F	749	176088	EH23a.chr4
I53.000287F	813	498783	EH23a.chr1
I53.000192F	876	1514359	EH23a.chr9
I53.000070F	924	3956543	EH23a.chr2
I53.000301F	775	362739	EH23a.chr8
I53.000144F	880	2096116	EH23a.chr9
I53.000050F	919	4625274	EH23a.chr5
I53.000324F	732	221639	EH23a.chr9
I53.000167F	855	1777451	EH23a.chr9
I53.000223F	833	1235969	EH23a.chr2
I53.000285F	768	443109	EH23a.chr9
I53.000224F	825	1181333	EH23a.chr1
I53.000282F	746	420030	EH23a.chr2
I53.000061F	867	4044477	EH23a.chr3
I53.000214F	794	1370552	EH23a.chr4
I53.000326F	669	151331	EH23a.chr3
I53.000241F	767	950642	EH23a.chr5
I53.000002F	933	20385031	EH23a.chr3
I53.000136F	806	2257740	EH23a.chr2
I53.000213F	772	1337450	EH23a.chr9
I53.000246F	730	889259	EH23a.chr4
I53.000350F	630	144050	EH23a.chr4
I53.000294F	678	395322	EH23a.chr4
I53.000143F	760	2073742	EH23a.chr1
I53.000044F	806	5269908	EH23a.chr2
I53.000169F	739	1701790	EH23a.chr4
I53.000186F	724	1589288	EH23a.chr2
I53.000233F	697	1106278	EH23a.chr4
I53.000274F	652	570582	EH23a.chr4
I53.000204F	690	1383534	EH23a.chr4
I53.000155F	681	1897150	EH23a.chr8
I53.000063F	713	3978768	EH23a.chr9
I53.000377F	553	139030	EH23a.chr4
I53.000323F	563	199499	EH23a.chr9
I53.000179F	658	1658221	EH23a.chr8
I53.000059F	694	4122006	EH23a.chrX
I53.000032F	538	227041	EH23a.chr1
I53.000237F	599	920647	EH23a.chr9
I53.000187F	619	1512295	EH23a.chr2
I53.000229F	571	547196	EH23a.chr2
I53.000166F	612	1745565	EH23a.chr3
I53.000062F	631	4057616	EH23a.chr2
I53.000346F	500	175471	EH23a.chr5
I53.000014F	669	10651895	EH23a.chr9
I53.000370F	469	102252	EH23a.chr8
I53.000026F	615	7148871	EH23a.chr6
I53.000080F	587	3555698	EH23a.chr2
I53.000309F	477	297682	EH23a.chr1
I53.000195F	534	1493591	EH23a.chr1
I53.000318F	456	203380	EH23a.chr1
I53.000365F	416	96106	EH23a.chr8
I53.000112F	532	2790065	EH23a.chr1
I53.000250F	468	845044	EH23a.chr1
I53.000088F	493	3351320	EH23a.chr2
I53.000182F	469	1626262	EH23a.chr2
I53.000126F	465	2481905	EH23a.chr2
I53.000198F	439	1453033	EH23a.chr2
I53.000102F	452	2928582	EH23a.chr1
I53.000336F	357	168429	EH23a.chr2
I53.000219F	416	1277664	EH23a.chr9
I53.000340F	359	190569	EH23a.chr4
I53.000211F	412	1334726	EH23a.chr2
I53.000330F	346	151544	EH23a.chr5
I53.000018F	455	9082170	EH23a.chr5
I53.000132F	412	2322192	EH23a.chr4
I53.000054F	417	4362047	EH23a.chr2
I53.000347F	298	182026	EH23a.chr9
I53.000264F	330	670647	EH23a.chr9
I53.000073F	349	3712994	EH23a.chr7
I53.000147F	310	1985503	EH23a.chr8
I53.000262F	279	662311	EH23a.chr4
I53.000305F	254	332919	EH23a.chr1
I53.000272F	266	614132	EH23a.chr4
I53.000129F	288	2390118	EH23a.chr8
I53.000329F	217	110452	EH23a.chr6
I53.396	217	125046	EH23a.chr3
I53.000247F	248	888777	EH23a.chr2
I53.000104F	262	2861625	EH23a.chr4
I53.000310F	220	292460	EH23a.chr4
I53.000019F	205	8793131	EH23a.chr6
I53.400	155	368215	EH23a.chr2
I53.000240F	160	950726	EH23a.chr1
I53.000150F	155	1929417	EH23a.chr2
I53.000146F	134	2038434	EH23a.chr5
I53.000093F	124	3180039	EH23a.chr3
I53.000321F	93	184683	EH23a.chr4
I53.000068F	110	3979194	EH23a.chr4
I53.000183F	97	1564991	EH23a.chr9
I53.000152F	93	1913124	EH23a.chr4
I53.000148F	93	1992695	EH23a.chr4
I53.000139F	93	2220269	EH23a.chr1
I53.000021F	93	8415102	EH23a.chr5
I53.402	62	98388	EH23a.chr1
I53.000149F	65	1928880	EH23a.chr2
I53.000123F	62	2560634	EH23a.chr4
I53.000194F	52	1534417	EH23a.chr4
I53.000170F	36	1737494	EH23a.chr4
I53.000312F	31	248429	EH23a.chr1
I53.000245F	31	861358	EH23a.chr9
I53.000222F	31	1220608	EH23a.chr1
