contig	kmers_bp	total_bp	chrom
I78.000274F	1562	155582	EH23a.chrX
I78.000000F	2273	38239000	EH23a.chr9
I78.000018F	2116	12289441	EH23a.chr5
I78.000090F	1934	3254709	EH23a.chr1
I78.000074F	1968	4402524	EH23a.chr4
I78.000160F	1809	1557498	EH23a.chr4
I78.000232F	1650	495413	EH23a.chrX
I78.000269F	1538	221578	EH23a.chr6
I78.000004F	2093	23170824	EH23a.chr4
I78.000223F	1621	561291	EH23a.chr7
I78.000015F	2004	13809517	EH23a.chr6
I78.000294F	1485	197332	EH23a.chr1
I78.000124F	1785	2325690	EH23a.chr8
I78.000089F	1806	3468049	EH23a.chr5
I78.000032F	1905	9198417	EH23a.chr5
I78.000158F	1698	1689515	EH23a.chr7
I78.000075F	1802	4282430	EH23a.chr4
I78.000301F	1386	185397	EH23a.chr3
I78.000153F	1595	1737305	EH23a.chr5
I78.000271F	1354	227632	EH23a.chr8
I78.000240F	1427	456923	EH23a.chr5
I78.000337F	1275	127300	EH23a.chr5
I78.000312F	1287	161896	EH23a.chr8
I78.000345F	1230	96212	EH23a.chr5
I78.000265F	1332	252437	EH23a.chr5
I78.000099F	1552	3059600	EH23a.chr1
I78.000164F	1458	1586105	EH23a.chr7
I78.000041F	1614	7418636	EH23a.chr6
I78.000152F	1465	1761194	EH23a.chr6
I78.000245F	1285	313136	EH23a.chr8
I78.000019F	1203	147772	EH23a.chr4
I78.000334F	1150	98935	EH23a.chr2
I78.000072F	1518	4432917	EH23a.chr1
I78.000324F	1146	111088	EH23a.chrX
I78.000211F	1320	704570	EH23a.chr5
I78.000017F	1596	12498303	EH23a.chr4
I78.000279F	1183	220679	EH23a.chr1
I78.000130F	1400	2184179	EH23a.chr8
I78.000031F	1535	9472176	EH23a.chr5
I78.000340F	1133	146542	EH23a.chr5
I78.000330F	1132	154765	EH23a.chr4
I78.000200F	1268	917990	EH23a.chrX
I78.000011F	1534	17482411	EH23a.chr1
I78.000253F	1147	265862	EH23a.chr3
I78.000231F	1197	503311	EH23a.chr7
I78.000350F	1015	73076	EH23a.chrX
I78.000251F	1143	318692	EH23a.chr1
I78.000049F	1368	6864822	EH23a.chr5
I78.000238F	1125	456865	EH23a.chr5
I78.000146F	1235	1794959	EH23a.chr4
I78.000341F	990	115555	EH23a.chr5
I78.000053F	1329	6557719	EH23a.chr6
I78.000068F	1304	4902058	EH23a.chr4
I78.000206F	1144	757321	EH23a.chr8
I78.000191F	1161	1119658	EH23a.chr1
I78.000249F	1040	337995	EH23a.chr8
I78.000126F	1187	2282520	EH23a.chr5
I78.000088F	1215	3495895	EH23a.chr8
I78.000272F	986	209549	EH23a.chr8
I78.000180F	1124	1228238	EH23a.chr8
I78.000009F	960	162731	EH23a.chr2
I78.000100F	1182	3028205	EH23a.chr5
I78.000205F	1059	794637	EH23a.chr8
I78.000190F	1069	1071144	EH23a.chr1
I78.000016F	1240	12805651	EH23a.chr2
I78.000263F	947	271788	EH23a.chrX
I78.000144F	1089	1886441	EH23a.chr7
I78.000224F	998	576210	EH23a.chr8
I78.000091F	1102	3317315	EH23a.chr1
I78.000177F	1015	1281873	EH23a.chr4
I78.358	828	100543	EH23a.chr6
I78.000008F	1203	18672368	EH23a.chr2
I78.000035F	1150	8997971	EH23a.chr6
I78.000151F	1030	1739765	EH23a.chr8
I78.000149F	1027	1769049	EH23a.chr5
I78.000225F	938	550954	EH23a.chr5
I78.000117F	1036	2473456	EH23a.chr4
I78.000241F	905	430949	EH23a.chr6
I78.000237F	897	458996	EH23a.chr1
I78.000214F	920	698990	EH23a.chr1
I78.000102F	975	1704288	EH23a.chr5
I78.000110F	1005	2699378	EH23a.chr7
I78.000293F	817	197356	EH23a.chr1
I78.000196F	805	179689	EH23a.chr8
I78.000147F	943	1784953	EH23a.chr6
I78.000131F	954	2180914	EH23a.chr9
I78.000248F	810	338187	EH23a.chr5
I78.000122F	937	2497266	EH23a.chr4
I78.000298F	768	177140	EH23a.chr7
I78.000092F	931	3279791	EH23a.chr3
I78.000029F	981	9482630	EH23a.chr2
I78.000073F	926	4297368	EH23a.chr4
I78.000043F	950	7096780	EH23a.chr6
I78.000109F	892	2771553	EH23a.chr4
I78.000186F	837	1112894	EH23a.chr8
I78.000104F	886	2864480	EH23a.chr7
I78.000038F	950	8529734	EH23a.chr5
I78.000078F	906	4104483	EH23a.chr8
I78.000159F	827	1091314	EH23a.chr4
I78.000156F	843	1681999	EH23a.chr7
I78.000143F	845	1850234	EH23a.chr5
I78.000084F	873	3797642	EH23a.chr4
I78.000183F	790	1167869	EH23a.chr5
I78.000118F	826	2424563	EH23a.chr5
I78.000250F	697	279339	EH23a.chr5
I78.000060F	847	5357169	EH23a.chr8
I78.000261F	677	263237	EH23a.chr5
I78.000333F	634	127055	EH23a.chr1
I78.000141F	757	1984968	EH23a.chr4
I78.000142F	749	1878643	EH23a.chr7
I78.000101F	763	3007366	EH23a.chr8
I78.000215F	685	669360	EH23a.chr4
I78.000208F	618	181837	EH23a.chr8
I78.000230F	660	428045	EH23a.chr7
I78.000140F	706	1095455	EH23a.chr5
I78.000182F	705	1198420	EH23a.chr1
I78.000106F	705	1611474	EH23a.chr8
I78.000233F	642	450106	EH23a.chr7
I78.000327F	581	148703	EH23a.chr6
I78.000063F	736	5249147	EH23a.chr6
I78.000339F	560	129908	EH23a.chr5
I78.000278F	552	181047	EH23a.chrX
I78.000022F	738	10963977	EH23a.chr4
I78.000270F	551	201741	EH23a.chr5
I78.000128F	638	1681583	EH23a.chr1
I78.000132F	632	2159701	EH23a.chr1
I78.000021F	683	11165604	EH23a.chr6
I78.000242F	534	385324	EH23a.chr8
I78.000199F	565	884186	EH23a.chr5
I78.000169F	582	1495767	EH23a.chr5
I78.000209F	535	767642	EH23a.chr5
I78.000129F	563	2195712	EH23a.chr8
I78.000121F	565	2400577	EH23a.chr2
I78.000055F	597	6367782	EH23a.chr7
I78.000187F	496	1089134	EH23a.chr1
I78.000228F	465	467307	EH23a.chr7
I78.000204F	462	831246	EH23a.chr5
I78.000115F	490	2555632	EH23a.chr8
I78.000220F	440	646254	EH23a.chr4
I78.360	356	68625	EH23a.chr4
I78.000127F	380	148131	EH23a.chr1
I78.000010F	532	17609658	EH23a.chr9
I78.000277F	372	147619	EH23a.chr8
I78.000062F	432	2560724	EH23a.chr8
I78.000216F	390	660890	EH23a.chr1
I78.000342F	323	111790	EH23a.chr1
I78.000343F	323	134263	EH23a.chr8
I78.000311F	312	122335	EH23a.chr1
I78.000287F	316	163719	EH23a.chr9
I78.000139F	351	1964128	EH23a.chr5
I78.000145F	347	1798448	EH23a.chr6
I78.000155F	343	1704134	EH23a.chr8
I78.000347F	263	95533	EH23a.chr1
I78.000046F	355	7038600	EH23a.chr8
I78.000135F	279	610026	EH23a.chr1
I78.000234F	269	446104	EH23a.chr1
I78.000137F	287	1966926	EH23a.chr7
I78.000170F	278	1509563	EH23a.chr4
I78.000006F	310	19156743	EH23a.chr3
I78.000203F	249	817644	EH23a.chr1
I78.000192F	222	995683	EH23a.chr1
I78.000114F	93	2632540	EH23a.chr8
I78.000059F	93	5355697	EH23a.chr7
I78.000349F	62	43479	EH23a.chr3
I78.000094F	62	3271747	EH23a.chr1
I78.000166F	42	1525829	EH23a.chr2
I78.000351F	31	53107	EH23a.chrX
I78.000300F	31	108173	EH23a.chr3
I78.000264F	31	238152	EH23a.chr1
I78.000258F	31	313393	EH23a.chr6
I78.000222F	31	579096	EH23a.chr4
I78.000217F	31	627664	EH23a.chr3
