contig	kmers_bp	total_bp	chrom
I61.000057F	2423	4584646	EH23a.chr8
I61.000274F	2127	727681	EH23a.chr7
I61.000422F	1852	134287	EH23a.chr8
I61.000021F	2522	9772328	EH23a.chr1
I61.000334F	1990	357284	EH23a.chr5
I61.000264F	2116	832793	EH23a.chr5
I61.000351F	1944	285093	EH23a.chr5
I61.000115F	2276	2591924	EH23a.chr1
I61.000188F	2184	1500524	EH23a.chr7
I61.000400F	1808	141084	EH23a.chr8
I61.000436F	1652	71136	EH23a.chr7
I61.000384F	1765	161545	EH23a.chr2
I61.000066F	2237	3992093	EH23a.chr1
I61.000432F	1636	70102	EH23a.chr2
I61.000131F	2129	2153652	EH23a.chr5
I61.000356F	1827	272303	EH23a.chr7
I61.000402F	1704	128086	EH23a.chr8
I61.000271F	1967	793753	EH23a.chr1
I61.000149F	2085	1897510	EH23a.chr5
I61.000183F	2028	1535417	EH23a.chr8
I61.000095F	2112	2896383	EH23a.chr5
I61.000112F	2094	2566794	EH23a.chr2
I61.000181F	2024	1592738	EH23a.chr2
I61.000420F	1697	160996	EH23a.chr5
I61.000004F	1697	168169	EH23a.chr5
I61.000159F	2012	1738256	EH23a.chr5
I61.000224F	1941	1225741	EH23a.chr7
I61.000009F	2318	20178844	EH23a.chr9
I61.000342F	1749	341313	EH23a.chr7
I61.000053F	2106	4943425	EH23a.chr5
I61.000411F	1609	148935	EH23a.chr4
I61.000084F	2000	3274764	EH23a.chr7
I61.000345F	1680	300887	EH23a.chr3
I61.000083F	1896	1638125	EH23a.chr7
I61.000388F	1588	173989	EH23a.chrX
I61.000272F	1769	745882	EH23a.chrX
I61.000033F	1748	642381	EH23a.chr5
I61.000002F	2257	33779848	EH23a.chr4
I61.000110F	1753	725988	EH23a.chr7
I61.000335F	1635	337930	EH23a.chr8
I61.000314F	1668	440423	EH23a.chr5
I61.000409F	1519	146567	EH23a.chr9
I61.000366F	1550	220717	EH23a.chr3
I61.000073F	1886	3383404	EH23a.chr5
I61.000452F	1220	20414	EH23a.chr6
I61.000399F	1441	134635	EH23a.chr5
I61.000065F	1842	3973083	EH23a.chr1
I61.000195F	1712	1444092	EH23a.chr2
I61.000135F	1750	2222202	EH23a.chr5
I61.000375F	1435	187217	EH23a.chr5
I61.000404F	1405	160231	EH23a.chr1
I61.000200F	1658	1395852	EH23a.chr8
I61.000161F	1678	1683800	EH23a.chr7
I61.000319F	1503	428964	EH23a.chr8
I61.000325F	1479	371852	EH23a.chr8
I61.000098F	1714	2879080	EH23a.chr2
I61.000068F	1750	3981498	EH23a.chr2
I61.000013F	1855	13959544	EH23a.chr5
I61.000394F	1358	171531	EH23a.chr5
I61.000025F	1752	7524740	EH23a.chr3
I61.000359F	1363	248821	EH23a.chr2
I61.000410F	1285	126463	EH23a.chr1
I61.000194F	1547	1452430	EH23a.chr2
I61.000362F	1322	185420	EH23a.chr7
I61.000046F	1676	5146936	EH23a.chr5
I61.000063F	1643	4136637	EH23a.chr2
I61.000196F	1523	1448963	EH23a.chr9
I61.000034F	1682	6415409	EH23a.chr8
I61.000371F	1313	207517	EH23a.chr1
I61.000090F	1586	2972513	EH23a.chr8
I61.000079F	1585	3216513	EH23a.chr2
I61.000369F	1299	217736	EH23a.chr8
I61.000055F	1623	4703087	EH23a.chr1
I61.000242F	1459	1041121	EH23a.chr5
I61.000092F	1566	2960297	EH23a.chr7
I61.000096F	1545	2932569	EH23a.chr8
I61.000265F	1414	876538	EH23a.chr5
I61.000360F	1273	236788	EH23a.chr2
I61.000253F	1397	930944	EH23a.chr1
I61.000376F	1236	202192	EH23a.chr8
I61.000169F	1437	1660076	EH23a.chr3
I61.000164F	1415	1700545	EH23a.chr5
I61.000007F	1658	23182208	EH23a.chr9
I61.000158F	1397	1749797	EH23a.chr5
I61.000015F	1288	611463	EH23a.chr3
I61.000267F	1318	836535	EH23a.chr5
I61.000027F	1493	6889249	EH23a.chr5
I61.000446F	1031	65417	EH23a.chr1
I61.000232F	1291	1132332	EH23a.chr2
I61.000170F	1323	1619061	EH23a.chr2
I61.000246F	1233	651751	EH23a.chr2
I61.000294F	1214	556839	EH23a.chr2
I61.000134F	1330	2203279	EH23a.chr8
I61.462	1009	67712	EH23a.chr7
I61.000138F	1318	2140780	EH23a.chr5
I61.000293F	1193	541252	EH23a.chr9
I61.000444F	1005	68420	EH23a.chr8
I61.000256F	1233	945321	EH23a.chr2
I61.000105F	1313	2772219	EH23a.chr8
I61.000168F	1260	1663352	EH23a.chr1
I61.000451F	917	36428	EH23a.chrX
I61.000339F	1089	307164	EH23a.chr1
I61.000067F	1278	3906673	EH23a.chr2
I61.000210F	1179	1308101	EH23a.chr1
I61.000193F	1190	1497558	EH23a.chr7
I61.000136F	1214	2199424	EH23a.chr2
I61.000147F	1197	1945755	EH23a.chr5
I61.000157F	1183	1811853	EH23a.chr1
I61.000397F	958	117767	EH23a.chr5
I61.000321F	1041	350563	EH23a.chr1
I61.000440F	902	69440	EH23a.chr2
I61.000324F	1036	376358	EH23a.chr7
I61.000008F	1143	1434688	EH23a.chr9
I61.000094F	1187	2934389	EH23a.chr7
I61.000282F	1060	652870	EH23a.chr5
I61.000106F	1173	2740852	EH23a.chr8
I61.000148F	1136	1996928	EH23a.chr1
I61.000353F	978	272328	EH23a.chr5
I61.000367F	937	164599	EH23a.chr1
I61.000322F	999	383525	EH23a.chr1
I61.000217F	1086	1192100	EH23a.chr1
I61.000165F	1111	1746650	EH23a.chr1
I61.000348F	959	261360	EH23a.chr8
I61.000040F	1182	5730302	EH23a.chr7
I61.000038F	1161	5846685	EH23a.chr5
I61.000419F	875	136719	EH23a.chr5
I61.000121F	1083	2419957	EH23a.chr2
I61.000396F	846	120088	EH23a.chrX
I61.000145F	792	64395	EH23a.chr2
I61.000089F	1068	3117884	EH23a.chr2
I61.000030F	1117	6457830	EH23a.chr7
I61.000042F	1099	5540906	EH23a.chr2
I61.000023F	1122	7826152	EH23a.chr3
I61.000454F	657	10890	EH23a.chr3
I61.000307F	918	470069	EH23a.chr1
I61.000206F	976	1334770	EH23a.chr8
I61.000024F	1074	7545169	EH23a.chr8
I61.000323F	864	388403	EH23a.chr7
I61.000052F	1027	4633395	EH23a.chr6
I61.000220F	939	1307707	EH23a.chr8
I61.000427F	775	127992	EH23a.chr5
I61.000381F	789	186762	EH23a.chr7
I61.000199F	903	1399923	EH23a.chr2
I61.000137F	931	2185724	EH23a.chr2
I61.000054F	976	4695124	EH23a.chr1
I61.000091F	942	2992490	EH23a.chr1
I61.000227F	873	1170517	EH23a.chr2
I61.000237F	782	329078	EH23a.chr1
I61.000434F	677	71374	EH23a.chrX
I61.000129F	871	2252789	EH23a.chr6
I61.000288F	789	633487	EH23a.chr7
I61.000222F	827	1260834	EH23a.chr2
I61.000343F	745	322458	EH23a.chr2
I61.000187F	824	1460381	EH23a.chr2
I61.000350F	720	261085	EH23a.chr8
I61.000302F	751	535896	EH23a.chr1
I61.000215F	794	1305583	EH23a.chr2
I61.000261F	742	574312	EH23a.chr2
I61.000239F	771	1063177	EH23a.chr8
I61.000099F	824	2854128	EH23a.chr2
I61.000080F	825	3234643	EH23a.chr8
I61.000445F	593	60503	EH23a.chr2
I61.000221F	747	1219787	EH23a.chr5
I61.000275F	721	754223	EH23a.chr8
I61.000128F	773	2335774	EH23a.chr2
I61.000443F	574	57691	EH23a.chr7
I61.000255F	709	926536	EH23a.chr1
I61.000051F	743	1817019	EH23a.chr2
I61.000071F	773	3473952	EH23a.chr7
I61.000240F	707	1035704	EH23a.chr7
I61.000077F	763	3166341	EH23a.chr5
I61.000238F	703	1005133	EH23a.chr2
I61.000127F	744	2355694	EH23a.chr1
I61.000250F	690	939147	EH23a.chr7
I61.000258F	679	884476	EH23a.chr7
I61.000280F	654	658657	EH23a.chr2
I61.000331F	612	316739	EH23a.chr8
I61.000257F	656	891051	EH23a.chr5
I61.000228F	653	1144717	EH23a.chr5
I61.000076F	697	3326095	EH23a.chr5
I61.000086F	520	78978	EH23a.chr5
I61.000178F	658	1610820	EH23a.chr5
I61.000162F	660	1749529	EH23a.chr5
I61.000219F	610	599127	EH23a.chr2
I61.000064F	689	4009430	EH23a.chr8
I61.000088F	653	3154062	EH23a.chr7
I61.000186F	607	1515364	EH23a.chrX
I61.000352F	527	285285	EH23a.chr1
I61.000020F	676	10022649	EH23a.chr6
I61.000391F	496	170706	EH23a.chr1
I61.000346F	495	194588	EH23a.chr5
I61.000372F	487	166367	EH23a.chr8
I61.000146F	588	2031435	EH23a.chr1
I61.000118F	595	2514341	EH23a.chr2
I61.000337F	503	259763	EH23a.chr1
I61.000418F	468	137920	EH23a.chrX
I61.000116F	580	2509400	EH23a.chr2
I61.000310F	514	479079	EH23a.chr5
I61.000344F	497	315872	EH23a.chrX
I61.000315F	497	435998	EH23a.chr1
I61.000269F	515	810756	EH23a.chr2
I61.000160F	538	1730000	EH23a.chr8
I61.000415F	423	100039	EH23a.chr5
I61.000385F	434	143817	EH23a.chr7
I61.000198F	514	1387102	EH23a.chr2
I61.000234F	504	1119773	EH23a.chr1
I61.000005F	562	6968757	EH23a.chr4
I61.000153F	510	1848190	EH23a.chr8
I61.000320F	451	378450	EH23a.chr2
I61.000144F	507	2103036	EH23a.chr7
I61.000155F	501	1832842	EH23a.chr5
I61.000229F	476	1153903	EH23a.chr8
I61.000430F	386	101000	EH23a.chr8
I61.000172F	472	1631566	EH23a.chr1
I61.000389F	395	161565	EH23a.chr7
I61.000441F	368	96813	EH23a.chr2
I61.000049F	468	4852708	EH23a.chr2
I61.000141F	441	2139762	EH23a.chr2
I61.000406F	356	130207	EH23a.chr2
I61.000203F	417	1385227	EH23a.chr7
I61.000277F	353	692465	EH23a.chr5
I61.000281F	341	644148	EH23a.chr6
I61.000259F	346	840824	EH23a.chr8
I61.000179F	276	78382	EH23a.chr2
I61.000368F	281	203525	EH23a.chr5
I61.000305F	301	510153	EH23a.chr5
I61.000447F	257	100634	EH23a.chr7
I61.000174F	318	1573622	EH23a.chr2
I61.000313F	280	395176	EH23a.chr8
I61.000142F	310	2099541	EH23a.chr2
I61.000132F	310	2244027	EH23a.chr8
I61.000093F	311	3009746	EH23a.chr3
I61.000254F	286	909171	EH23a.chr5
I61.000012F	346	17309590	EH23a.chr4
I61.000243F	285	1030999	EH23a.chr2
I61.000167F	280	1629700	EH23a.chr1
I61.000197F	270	1398166	EH23a.chr5
I61.000304F	249	512695	EH23a.chr3
I61.000078F	279	3247205	EH23a.chr5
I61.000151F	263	1941291	EH23a.chr2
I61.000035F	264	6196352	EH23a.chr2
I61.000101F	248	2826439	EH23a.chr5
I61.000301F	217	479049	EH23a.chr8
I61.000070F	249	3584909	EH23a.chr5
I61.000026F	260	6990206	EH23a.chr3
I61.000001F	279	37017890	EH23a.chr6
I61.000380F	186	132685	EH23a.chr6
I61.000249F	217	957604	EH23a.chr7
I61.000245F	196	253046	EH23a.chr8
I61.000306F	203	444538	EH23a.chr5
I61.000130F	219	2262548	EH23a.chr1
I61.000125F	217	2361667	EH23a.chr5
I61.000204F	186	1357590	EH23a.chr1
I61.000252F	176	963301	EH23a.chr7
I61.000340F	157	283172	EH23a.chr1
I61.000018F	186	11487934	EH23a.chr6
I61.000016F	186	11853291	EH23a.chr4
I61.000235F	155	1068163	EH23a.chr5
I61.000290F	134	630726	EH23a.chr8
I61.000273F	124	718434	EH23a.chr5
I61.000437F	93	65485	EH23a.chr5
I61.000398F	93	99164	EH23a.chrX
I61.000266F	107	795419	EH23a.chr1
I61.000370F	93	165914	EH23a.chr8
I61.000365F	93	171491	EH23a.chr1
I61.000358F	93	240471	EH23a.chr5
I61.460	93	248350	EH23a.chr5
I61.000140F	101	2113046	EH23a.chr3
I61.000205F	97	1343498	EH23a.chr1
I61.000262F	93	808592	EH23a.chr7
I61.000236F	93	1082056	EH23a.chr5
I61.000126F	93	2321050	EH23a.chr2
I61.000047F	93	4988428	EH23a.chr2
I61.000439F	62	44128	EH23a.chr7
I61.000285F	62	634729	EH23a.chr4
I61.000284F	62	678005	EH23a.chr5
I61.000276F	62	707215	EH23a.chr1
I61.000251F	63	887001	EH23a.chr1
I61.000225F	62	1178661	EH23a.chr3
I61.000191F	62	1421688	EH23a.chr2
I61.000175F	62	1506691	EH23a.chr2
I61.000087F	62	3091994	EH23a.chr3
I61.000457F	31	13767	EH23a.chrX
I61.000332F	31	312907	EH23a.chr6
I61.000308F	31	436862	EH23a.chr5
I61.000303F	31	490335	EH23a.chr1
I61.000043F	31	505223	EH23a.chr2
I61.000287F	31	614827	EH23a.chr1
I61.000248F	31	940684	EH23a.chr8
I61.000247F	31	948394	EH23a.chr8
I61.000244F	31	980456	EH23a.chr1
I61.000177F	31	1562260	EH23a.chr1
I61.000163F	31	1709137	EH23a.chr2
I61.000152F	31	1894667	EH23a.chr7
I61.000117F	31	2482702	EH23a.chr2
